company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,adjusted_scheduled_time,was_negative
G7,4452,07-08-2025,ORD,RIC,2025-08-07T10:50:00Z,2025-08-07T13:57:00Z,2025-08-07T10:44:00Z,2025-08-07T13:57:00Z,50,CRJ-550,Express,62,48,29,62,False
UA,1068,08-08-2025,ORD,IAD,2025-08-08T08:52:00Z,2025-08-08T11:55:00Z,2025-08-08T08:49:00Z,2025-08-08T11:56:00Z,176,B757-200,Mainline,1142,1094,122,1142,False
UA,1710,04-08-2025,ORD,SMF,2025-08-04T19:59:00Z,2025-08-04T22:32:00Z,2025-08-04T21:19:00Z,2025-08-04T23:29:00Z,179,B737-900,Mainline,2,58,56,2,False
UA,1347,07-08-2025,ORD,FLL,2025-08-07T16:20:00Z,2025-08-07T20:34:00Z,2025-08-07T16:38:00Z,2025-08-07T20:53:00Z,179,B737-MAX9,Mainline,85,101,56,85,False
UA,2661,04-08-2025,ORD,LGA,2025-08-04T10:00:00Z,2025-08-04T13:18:00Z,2025-08-04T11:44:00Z,2025-08-04T14:56:00Z,166,B737-800,Mainline,-53,67,51,63.0,True
UA,1612,09-08-2025,ORD,MEM,2025-08-09T20:00:00Z,2025-08-09T22:00:00Z,2025-08-09T20:57:00Z,2025-08-09T22:44:00Z,179,B737-900,Mainline,113,182,119,113,False
OO,4778,05-08-2025,ORD,FAR,2025-08-05T08:45:00Z,2025-08-05T10:57:00Z,2025-08-05T08:38:00Z,2025-08-05T10:37:00Z,50,CRJ-200,Express,53,41,29,53,False
UA,1082,04-08-2025,ORD,PIT,2025-08-04T14:12:00Z,2025-08-04T16:53:00Z,2025-08-04T14:03:00Z,2025-08-04T16:34:00Z,150,A320-200,Mainline,57,60,46,57,False
UA,118,04-08-2025,ORD,EDI,2025-08-04T18:40:00Z,2025-08-05T08:25:00Z,2025-08-04T18:39:00Z,2025-08-05T08:07:00Z,176,B757-200,Mainline,90,92,75,90,False
UA,739,13-08-2025,ORD,BZN,2025-08-13T19:59:00Z,2025-08-13T22:23:00Z,2025-08-13T19:58:00Z,2025-08-13T22:18:00Z,150,A320-200,Mainline,64,72,46,64,False
UA,1677,11-08-2025,ORD,BOS,2025-08-11T15:48:00Z,2025-08-11T19:18:00Z,2025-08-11T15:45:00Z,2025-08-11T19:21:00Z,166,B737-800,Mainline,67,82,51,67,False
G7,4501,01-08-2025,ORD,AVP,2025-08-01T13:55:00Z,2025-08-01T16:55:00Z,2025-08-01T13:53:00Z,2025-08-01T16:40:00Z,50,CRJ-550,Express,49,47,29,49,False
OO,5435,05-08-2025,ORD,BDL,2025-08-05T08:50:00Z,2025-08-05T12:22:00Z,2025-08-05T08:45:00Z,2025-08-05T12:16:00Z,76,ERJ-175,Express,59,66,34,59,False
UA,2329,03-08-2025,ORD,DTW,2025-08-03T14:50:00Z,2025-08-03T17:18:00Z,2025-08-03T15:29:00Z,2025-08-03T17:43:00Z,126,B737-700,Mainline,132,168,43,132,False
OO,5021,11-08-2025,ORD,SUX,2025-08-11T20:50:00Z,2025-08-11T22:40:00Z,2025-08-11T20:50:00Z,2025-08-11T22:49:00Z,50,CRJ-200,Express,124,100,29,124,False
G7,4552,13-08-2025,ORD,DAY,2025-08-13T21:30:00Z,2025-08-13T23:58:00Z,2025-08-13T21:20:00Z,2025-08-13T23:22:00Z,50,CRJ-550,Express,74,82,29,74,False
UA,2071,14-08-2025,ORD,SAN,2025-08-14T07:11:00Z,2025-08-14T09:34:00Z,2025-08-14T07:02:00Z,2025-08-14T09:11:00Z,179,B737-MAX9,Mainline,82,103,62,82,False
G7,4549,15-08-2025,ORD,MLI,2025-08-15T14:00:00Z,2025-08-15T15:07:00Z,2025-08-15T13:54:00Z,2025-08-15T15:03:00Z,50,CRJ-550,Express,63,38,29,63,False
UA,1659,13-08-2025,ORD,CUN,2025-08-13T10:42:00Z,2025-08-13T14:28:00Z,2025-08-13T10:49:00Z,2025-08-13T14:47:00Z,179,B737-900,Mainline,123,124,70,123,False
OO,5358,02-08-2025,ORD,CAK,2025-08-02T14:35:00Z,2025-08-02T17:09:00Z,2025-08-02T15:37:00Z,2025-08-02T18:10:00Z,50,CRJ-550,Express,-10,44,29,80.0,True
UA,2487,09-08-2025,ORD,PHL,2025-08-09T21:23:00Z,2025-08-10T00:30:00Z,2025-08-09T22:16:00Z,2025-08-10T01:16:00Z,166,B737-800,Mainline,148,57,51,148,False
UA,2039,10-08-2025,ORD,MCO,2025-08-10T17:51:00Z,2025-08-10T21:47:00Z,2025-08-10T22:42:00Z,2025-08-11T02:11:00Z,200,A321-2NX,Mainline,-222,61,62,74.0,True
OO,4636,02-08-2025,ORD,SBN,2025-08-02T17:50:00Z,2025-08-02T19:48:00Z,2025-08-02T19:38:00Z,2025-08-02T21:14:00Z,50,CRJ-550,Express,45,31,29,45,False
G7,4185,01-08-2025,ORD,STL,2025-08-01T20:05:00Z,2025-08-01T21:35:00Z,2025-08-01T20:02:00Z,2025-08-01T21:20:00Z,50,CRJ-550,Express,90,51,29,90,False
UA,2684,02-08-2025,ORD,FCA,2025-08-02T08:45:00Z,2025-08-02T11:36:00Z,2025-08-02T08:36:00Z,2025-08-02T10:55:00Z,179,B737-900,Mainline,579,601,56,579,False
UA,2387,08-08-2025,ORD,MCO,2025-08-08T06:00:00Z,2025-08-08T09:47:00Z,2025-08-08T05:47:00Z,2025-08-08T09:35:00Z,179,B737-MAX9,Mainline,382,337,56,382,False
G7,4474,09-08-2025,ORD,AVL,2025-08-09T07:25:00Z,2025-08-09T10:21:00Z,2025-08-09T07:18:00Z,2025-08-09T10:01:00Z,50,CRJ-550,Express,660,665,29,660,False
OO,5833,09-08-2025,ORD,DTW,2025-08-09T18:11:00Z,2025-08-09T20:45:00Z,2025-08-09T18:11:00Z,2025-08-09T20:46:00Z,76,ERJ-175,Express,86,102,34,86,False
UA,1778,13-08-2025,ORD,OMA,2025-08-13T08:45:00Z,2025-08-13T10:26:00Z,2025-08-13T08:44:00Z,2025-08-13T10:10:00Z,166,B737-800,Mainline,48,50,51,48,False
UA,1270,01-08-2025,ORD,PUJ,2025-08-01T09:23:00Z,2025-08-01T15:05:00Z,2025-08-01T09:16:00Z,2025-08-01T14:50:00Z,179,B737-900,Mainline,78,78,70,78,False
OO,5447,12-08-2025,ORD,PVD,2025-08-12T11:05:00Z,2025-08-12T14:39:00Z,2025-08-12T11:10:00Z,2025-08-12T14:35:00Z,70,ERJ-175,Express,71,69,34,71,False
OO,5526,05-08-2025,ORD,ATW,2025-08-05T18:05:00Z,2025-08-05T19:18:00Z,2025-08-05T17:59:00Z,2025-08-05T18:52:00Z,50,CRJ-200,Express,55,49,29,55,False
YX,3614,14-08-2025,ORD,MCI,2025-08-14T21:25:00Z,2025-08-14T23:14:00Z,2025-08-14T21:29:00Z,2025-08-14T23:07:00Z,76,ERJ-175,Express,60,82,34,60,False
G7,4468,11-08-2025,ORD,LEX,2025-08-11T21:20:00Z,2025-08-11T23:50:00Z,2025-08-12T00:47:00Z,2025-08-12T03:10:00Z,50,CRJ-550,Express,55,23,29,55,False
OO,5852,06-08-2025,ORD,HSV,2025-08-06T10:50:00Z,2025-08-06T12:41:00Z,2025-08-06T10:42:00Z,2025-08-06T12:16:00Z,70,ERJ-175,Express,75,67,34,75,False
UA,1291,13-08-2025,ORD,IAH,2025-08-13T21:50:00Z,2025-08-14T00:40:00Z,2025-08-13T22:07:00Z,2025-08-14T00:42:00Z,179,B737-900,Mainline,85,52,56,85,False
YX,3468,15-08-2025,ORD,BGR,2025-08-15T11:50:00Z,2025-08-15T15:39:00Z,2025-08-15T11:50:00Z,2025-08-15T15:22:00Z,76,ERJ-175,Express,47,30,34,47,False
UA,2361,07-08-2025,ORD,LAX,2025-08-07T07:10:00Z,2025-08-07T09:40:00Z,2025-08-07T07:09:00Z,2025-08-07T09:28:00Z,234,B757-300,Mainline,5189,5206,66,5189,False
UA,1941,05-08-2025,ORD,CVG,2025-08-05T14:26:00Z,2025-08-05T16:52:00Z,2025-08-05T14:18:00Z,2025-08-05T16:51:00Z,126,A319-100,Mainline,71,51,43,71,False
UA,1996,11-08-2025,ORD,SJU,2025-08-11T08:49:00Z,2025-08-11T14:44:00Z,2025-08-11T08:46:00Z,2025-08-11T14:43:00Z,200,A321-2NX,Mainline,180,163,68,180,False
UA,617,03-08-2025,ORD,CLT,2025-08-03T18:35:00Z,2025-08-03T21:45:00Z,2025-08-03T18:33:00Z,2025-08-03T21:56:00Z,166,B737-MAX8,Mainline,85,71,51,85,False
OO,5585,14-08-2025,ORD,ATW,2025-08-14T12:57:00Z,2025-08-14T14:08:00Z,2025-08-14T12:53:00Z,2025-08-14T14:02:00Z,50,CRJ-550,Express,59,86,29,59,False
UA,587,04-08-2025,ORD,YUL,2025-08-04T14:07:00Z,2025-08-04T17:26:00Z,2025-08-04T14:01:00Z,2025-08-04T17:05:00Z,166,B737-MAX8,Mainline,61,77,65,61,False
UA,1834,14-08-2025,ORD,TPA,2025-08-14T11:12:00Z,2025-08-14T15:02:00Z,2025-08-14T20:06:00Z,2025-08-14T23:47:00Z,166,B737-800,Mainline,-223,259,51,85.0,True
OO,4712,14-08-2025,ORD,ELP,2025-08-14T19:50:00Z,2025-08-14T22:23:00Z,2025-08-14T20:46:00Z,2025-08-14T22:55:00Z,76,ERJ-175,Express,-19,30,34,60.0,True
G7,4436,10-08-2025,ORD,SGF,2025-08-10T12:45:00Z,2025-08-10T14:31:00Z,2025-08-10T12:39:00Z,2025-08-10T14:14:00Z,50,CRJ-550,Express,65,87,29,65,False
UA,2487,02-08-2025,ORD,PHL,2025-08-02T21:23:00Z,2025-08-03T00:30:00Z,2025-08-02T21:37:00Z,2025-08-03T00:28:00Z,166,B737-800,Mainline,73,80,51,73,False
UA,2154,15-08-2025,ORD,ROC,2025-08-15T18:25:00Z,2025-08-15T21:13:00Z,2025-08-15T18:49:00Z,2025-08-15T21:46:00Z,179,B737-900,Mainline,123,169,119,123,False
UA,563,07-08-2025,ORD,EWR,2025-08-07T07:15:00Z,2025-08-07T10:33:00Z,2025-08-07T07:03:00Z,2025-08-07T10:10:00Z,200,A321-2NX,Mainline,767,348,62,767,False
UA,1269,10-08-2025,ORD,CLE,2025-08-10T17:50:00Z,2025-08-10T20:18:00Z,2025-08-10T18:50:00Z,2025-08-10T21:40:00Z,126,B737-700,Mainline,64,56,43,64,False
YX,3603,05-08-2025,ORD,CMH,2025-08-05T13:00:00Z,2025-08-05T15:35:00Z,2025-08-05T12:52:00Z,2025-08-05T15:23:00Z,76,ERJ-175,Express,55,76,34,55,False
UA,1335,08-08-2025,ORD,BUF,2025-08-08T18:20:00Z,2025-08-08T21:01:00Z,2025-08-08T21:01:00Z,2025-08-09T00:04:00Z,179,B737-900,Mainline,-125,41,56,75.0,True
UA,349,11-08-2025,ORD,BTV,2025-08-11T18:35:00Z,2025-08-11T21:52:00Z,2025-08-11T18:27:00Z,2025-08-11T21:59:00Z,166,B737-800,Mainline,99,111,51,99,False
OO,5353,09-08-2025,ORD,GRR,2025-08-09T09:05:00Z,2025-08-09T11:17:00Z,2025-08-09T08:59:00Z,2025-08-09T11:13:00Z,50,CRJ-550,Express,60,80,29,60,False
UA,1577,09-08-2025,ORD,SFO,2025-08-09T14:40:00Z,2025-08-09T17:26:00Z,2025-08-09T16:20:00Z,2025-08-09T18:54:00Z,234,B757-300,Mainline,80,69,66,80,False
UA,2100,09-08-2025,ORD,SLC,2025-08-09T13:11:00Z,2025-08-09T15:40:00Z,2025-08-09T13:06:00Z,2025-08-09T15:38:00Z,166,B737-800,Mainline,68,96,51,68,False
UA,1347,03-08-2025,ORD,FLL,2025-08-03T16:20:00Z,2025-08-03T20:34:00Z,2025-08-03T16:33:00Z,2025-08-03T20:29:00Z,179,B737-MAX9,Mainline,35,59,56,35,False
UA,1531,08-08-2025,ORD,DSM,2025-08-08T20:20:00Z,2025-08-08T21:47:00Z,2025-08-08T20:29:00Z,2025-08-08T21:45:00Z,126,A319-100,Mainline,90,127,43,90,False
OO,5843,07-08-2025,ORD,ECP,2025-08-07T10:50:00Z,2025-08-07T13:23:00Z,2025-08-07T10:43:00Z,2025-08-07T13:09:00Z,76,ERJ-175,Express,75,75,34,75,False
UA,1801,10-08-2025,ORD,DEN,2025-08-10T16:20:00Z,2025-08-10T18:12:00Z,2025-08-10T17:48:00Z,2025-08-10T20:46:00Z,234,B757-300,Mainline,75,73,66,75,False
OO,5868,10-08-2025,ORD,YWG,2025-08-10T19:58:00Z,2025-08-10T22:33:00Z,2025-08-10T20:53:00Z,2025-08-10T23:03:00Z,76,ERJ-175,Express,68,125,42,68,False
YX,3409,06-08-2025,ORD,YOW,2025-08-06T13:56:00Z,2025-08-06T17:06:00Z,2025-08-06T13:55:00Z,2025-08-06T16:43:00Z,76,ERJ-175,Express,50,40,42,50,False
UA,1502,07-08-2025,ORD,RDU,2025-08-07T14:00:00Z,2025-08-07T17:08:00Z,2025-08-07T14:54:00Z,2025-08-07T17:58:00Z,179,B737-MAX9,Mainline,46,56,56,46,False
UA,1634,12-08-2025,ORD,IAD,2025-08-12T14:24:00Z,2025-08-12T17:30:00Z,2025-08-12T17:47:00Z,2025-08-12T21:31:00Z,179,B737-MAX9,Mainline,77,319,56,77,False
UA,929,04-08-2025,ORD,LHR,2025-08-04T16:05:00Z,2025-08-05T06:20:00Z,2025-08-04T16:29:00Z,2025-08-05T06:30:00Z,167,B767-300,Mainline,195,219,145,195,False
G7,4585,08-08-2025,ORD,DAY,2025-08-08T10:55:00Z,2025-08-08T13:18:00Z,2025-08-08T10:50:00Z,2025-08-08T12:54:00Z,50,CRJ-550,Express,62,72,29,62,False
OO,4792,14-08-2025,ORD,ROA,2025-08-14T17:57:00Z,2025-08-14T21:04:00Z,2025-08-14T18:11:00Z,2025-08-14T21:20:00Z,76,ERJ-175,Express,42,55,34,42,False
UA,1620,06-08-2025,ORD,SEA,2025-08-06T08:50:00Z,2025-08-06T11:37:00Z,2025-08-06T08:44:00Z,2025-08-06T11:30:00Z,200,A321-2NX,Mainline,577,578,62,577,False
OO,5103,15-08-2025,ORD,JLN,2025-08-15T21:50:00Z,2025-08-15T23:40:00Z,2025-08-15T21:48:00Z,2025-08-15T23:19:00Z,50,CRJ-200,Express,195,197,29,195,False
OO,5469,06-08-2025,ORD,SDF,2025-08-06T07:25:00Z,2025-08-06T09:57:00Z,2025-08-06T07:19:00Z,2025-08-06T09:43:00Z,50,CRJ-550,Express,82,91,29,82,False
OO,4748,12-08-2025,ORD,ATW,2025-08-12T20:20:00Z,2025-08-12T21:35:00Z,2025-08-13T00:08:00Z,2025-08-13T01:04:00Z,50,CRJ-550,Express,857,766,29,857,False
G7,4519,09-08-2025,ORD,SCE,2025-08-09T18:20:00Z,2025-08-09T21:24:00Z,2025-08-09T18:36:00Z,2025-08-09T21:26:00Z,50,CRJ-550,Express,75,34,29,75,False
YX,3536,08-08-2025,ORD,YUL,2025-08-08T07:15:00Z,2025-08-08T10:40:00Z,2025-08-08T07:14:00Z,2025-08-08T10:45:00Z,76,ERJ-175,Express,55,83,42,55,False
UA,1761,04-08-2025,ORD,FAT,2025-08-04T19:57:00Z,2025-08-04T22:30:00Z,2025-08-04T20:35:00Z,2025-08-04T23:19:00Z,126,B737-700,Mainline,67,84,43,67,False
OO,5414,10-08-2025,ORD,MEM,2025-08-10T15:35:00Z,2025-08-10T17:34:00Z,2025-08-10T16:46:00Z,2025-08-10T18:35:00Z,50,CRJ-550,Express,46,44,29,46,False
G7,4452,06-08-2025,ORD,RIC,2025-08-06T10:50:00Z,2025-08-06T13:57:00Z,2025-08-06T10:47:00Z,2025-08-06T14:05:00Z,50,CRJ-550,Express,58,65,29,58,False
UA,422,08-08-2025,ORD,ATH,2025-08-08T16:15:00Z,2025-08-09T10:30:00Z,2025-08-08T17:12:00Z,2025-08-09T11:17:00Z,318,B787-10,Mainline,185,208,155,185,False
UA,2278,08-08-2025,ORD,SEA,2025-08-08T16:15:00Z,2025-08-08T18:58:00Z,2025-08-08T18:06:00Z,2025-08-08T21:03:00Z,200,A321-2NX,Mainline,80,218,62,80,False
UA,1967,04-08-2025,ORD,LAX,2025-08-04T18:15:00Z,2025-08-04T20:47:00Z,2025-08-04T21:17:00Z,2025-08-04T23:16:00Z,179,B737-900,Mainline,65,252,56,65,False
UA,944,15-08-2025,ORD,FRA,2025-08-15T15:10:00Z,2025-08-16T06:30:00Z,2025-08-15T15:07:00Z,2025-08-16T06:16:00Z,318,B787-10,Mainline,505,494,155,505,False
OO,5140,06-08-2025,ORD,CMX,2025-08-06T21:05:00Z,2025-08-06T23:44:00Z,2025-08-06T21:13:00Z,2025-08-06T23:43:00Z,50,CRJ-200,Express,61,80,29,61,False
UA,1010,06-08-2025,ORD,DCA,2025-08-06T08:00:00Z,2025-08-06T10:56:00Z,2025-08-06T07:50:00Z,2025-08-06T10:40:00Z,150,A320-200,Mainline,92,98,52,92,False
G7,4517,04-08-2025,ORD,SCE,2025-08-04T14:10:00Z,2025-08-04T17:01:00Z,2025-08-04T14:03:00Z,2025-08-04T17:04:00Z,50,CRJ-550,Express,125,147,29,125,False
UA,2040,02-08-2025,ORD,DEN,2025-08-02T20:10:00Z,2025-08-02T22:00:00Z,2025-08-02T20:44:00Z,2025-08-02T22:25:00Z,179,B737-900,Mainline,95,117,56,95,False
OO,5643,06-08-2025,ORD,CAK,2025-08-06T21:10:00Z,2025-08-06T23:46:00Z,2025-08-06T21:18:00Z,2025-08-06T23:41:00Z,50,CRJ-550,Express,45,57,29,45,False
UA,416,02-08-2025,ORD,MXP,2025-08-02T21:35:00Z,2025-08-03T13:20:00Z,2025-08-02T23:33:00Z,2025-08-03T14:21:00Z,243,B787-8,Mainline,480,530,95,480,False
OO,4792,13-08-2025,ORD,ROA,2025-08-13T17:57:00Z,2025-08-13T21:04:00Z,2025-08-13T17:56:00Z,2025-08-13T20:47:00Z,76,ERJ-175,Express,144,153,34,144,False
UA,2211,02-08-2025,ORD,SEA,2025-08-02T19:59:00Z,2025-08-02T22:42:00Z,2025-08-02T20:02:00Z,2025-08-02T22:35:00Z,179,B737-900,Mainline,114,159,119,114,False
OO,5045,03-08-2025,ORD,RHI,2025-08-03T16:35:00Z,2025-08-03T17:57:00Z,2025-08-03T16:33:00Z,2025-08-03T17:42:00Z,50,CRJ-200,Express,42,54,29,42,False
OO,5821,02-08-2025,ORD,MKE,2025-08-02T08:54:00Z,2025-08-02T10:02:00Z,2025-08-02T08:48:00Z,2025-08-02T09:51:00Z,50,CRJ-200,Express,1104,1105,29,1104,False
UA,2243,01-08-2025,ORD,RIC,2025-08-01T18:20:00Z,2025-08-01T21:30:00Z,2025-08-01T18:54:00Z,2025-08-01T22:08:00Z,150,A320-200,Mainline,639,346,46,639,False
G7,4585,12-08-2025,ORD,DAY,2025-08-12T10:55:00Z,2025-08-12T13:18:00Z,2025-08-12T11:01:00Z,2025-08-12T13:07:00Z,50,CRJ-550,Express,62,97,29,62,False
UA,2184,02-08-2025,ORD,EGE,2025-08-02T16:00:00Z,2025-08-02T18:03:00Z,2025-08-02T16:17:00Z,2025-08-02T18:10:00Z,126,B737-700,Mainline,184,57,43,184,False
UA,445,10-08-2025,ORD,ANC,2025-08-10T15:50:00Z,2025-08-10T19:35:00Z,2025-08-10T16:44:00Z,2025-08-10T20:35:00Z,179,B737-MAX9,Mainline,68,60,56,68,False
OO,5821,04-08-2025,ORD,MKE,2025-08-04T08:54:00Z,2025-08-04T10:02:00Z,2025-08-04T08:48:00Z,2025-08-04T09:53:00Z,50,CRJ-200,Express,62,42,29,62,False
OO,5601,07-08-2025,ORD,FNT,2025-08-07T13:55:00Z,2025-08-07T16:11:00Z,2025-08-07T15:25:00Z,2025-08-07T17:34:00Z,50,CRJ-200,Express,-27,45,29,110.0,True
OO,5219,14-08-2025,ORD,GRB,2025-08-14T20:20:00Z,2025-08-14T21:37:00Z,2025-08-14T20:22:00Z,2025-08-14T22:33:00Z,50,CRJ-550,Express,104,88,29,104,False
OO,5118,07-08-2025,ORD,PLN,2025-08-07T12:45:00Z,2025-08-07T15:08:00Z,2025-08-07T12:58:00Z,2025-08-07T15:13:00Z,50,CRJ-200,Express,40,32,29,40,False
OO,5988,11-08-2025,ORD,BWI,2025-08-11T14:55:00Z,2025-08-11T18:07:00Z,2025-08-11T15:08:00Z,2025-08-11T18:20:00Z,76,ERJ-175,Express,47,43,34,47,False
UA,416,04-08-2025,ORD,MXP,2025-08-04T21:35:00Z,2025-08-05T13:20:00Z,2025-08-04T21:42:00Z,2025-08-05T13:12:00Z,243,B787-8,Mainline,205,199,150,205,False
OO,5323,09-08-2025,ORD,CID,2025-08-09T21:05:00Z,2025-08-09T22:24:00Z,2025-08-09T21:52:00Z,2025-08-09T23:14:00Z,76,ERJ-175,Express,130,217,34,130,False
UA,1252,13-08-2025,ORD,DCA,2025-08-13T07:00:00Z,2025-08-13T09:57:00Z,2025-08-13T06:52:00Z,2025-08-13T09:43:00Z,126,A319-100,Mainline,745,435,43,745,False
OO,5593,05-08-2025,ORD,MEM,2025-08-05T08:57:00Z,2025-08-05T11:02:00Z,2025-08-05T08:51:00Z,2025-08-05T10:47:00Z,76,ERJ-175,Express,52,76,34,52,False
UA,1617,08-08-2025,ORD,PHL,2025-08-08T14:20:00Z,2025-08-08T17:36:00Z,2025-08-08T14:27:00Z,2025-08-08T17:54:00Z,166,B737-800,Mainline,125,69,51,125,False
UA,920,06-08-2025,ORD,LHR,2025-08-06T18:05:00Z,2025-08-07T08:20:00Z,2025-08-06T20:05:00Z,2025-08-07T09:57:00Z,167,B767-300,Mainline,1840,1979,145,1840,False
G7,4529,15-08-2025,ORD,SGF,2025-08-15T08:55:00Z,2025-08-15T10:48:00Z,2025-08-15T08:45:00Z,2025-08-15T10:27:00Z,50,CRJ-550,Express,50,51,29,50,False
OO,5280,03-08-2025,ORD,DSM,2025-08-03T21:29:00Z,2025-08-03T23:00:00Z,2025-08-03T21:24:00Z,2025-08-03T22:45:00Z,76,ERJ-175,Express,80,48,34,80,False
UA,669,11-08-2025,ORD,AUS,2025-08-11T07:10:00Z,2025-08-11T10:03:00Z,2025-08-11T07:07:00Z,2025-08-11T09:48:00Z,166,B737-800,Mainline,601,606,51,601,False
UA,1693,04-08-2025,ORD,DCA,2025-08-04T13:55:00Z,2025-08-04T17:01:00Z,2025-08-04T13:58:00Z,2025-08-04T17:18:00Z,126,A319-100,Mainline,58,59,43,58,False
OO,5234,03-08-2025,ORD,MKE,2025-08-03T10:35:00Z,2025-08-03T11:35:00Z,2025-08-03T10:32:00Z,2025-08-03T11:28:00Z,50,CRJ-550,Express,45,44,29,45,False
UA,1677,06-08-2025,ORD,BOS,2025-08-06T15:48:00Z,2025-08-06T19:18:00Z,2025-08-06T15:43:00Z,2025-08-06T19:02:00Z,179,B737-900,Mainline,73,84,56,73,False
UA,920,02-08-2025,ORD,LHR,2025-08-02T18:05:00Z,2025-08-03T08:20:00Z,2025-08-02T18:14:00Z,2025-08-03T08:14:00Z,167,B767-300,Mainline,1675,1658,145,1675,False
UA,1124,02-08-2025,ORD,IAH,2025-08-02T16:00:00Z,2025-08-02T18:58:00Z,2025-08-02T16:03:00Z,2025-08-02T18:54:00Z,179,B737-900,Mainline,78,79,56,78,False
UA,2099,05-08-2025,ORD,IAH,2025-08-05T09:46:00Z,2025-08-05T12:40:00Z,2025-08-05T09:42:00Z,2025-08-05T12:17:00Z,179,B737-900,Mainline,67,84,56,67,False
UA,2481,03-08-2025,ORD,SYR,2025-08-03T18:20:00Z,2025-08-03T21:16:00Z,2025-08-03T18:24:00Z,2025-08-03T21:24:00Z,150,A320-200,Mainline,86,90,46,86,False
UA,695,08-08-2025,ORD,SJU,2025-08-08T18:03:00Z,2025-08-08T23:54:00Z,2025-08-08T18:03:00Z,2025-08-08T23:33:00Z,179,B737-MAX9,Mainline,93,77,56,93,False
OO,5375,03-08-2025,ORD,GRB,2025-08-03T08:50:00Z,2025-08-03T10:11:00Z,2025-08-03T08:46:00Z,2025-08-03T09:46:00Z,50,CRJ-200,Express,46,49,29,46,False
G7,4425,13-08-2025,ORD,GRR,2025-08-13T14:00:00Z,2025-08-13T16:04:00Z,2025-08-13T13:59:00Z,2025-08-13T15:58:00Z,50,CRJ-550,Express,120,31,29,120,False
OO,5103,04-08-2025,ORD,JLN,2025-08-04T21:50:00Z,2025-08-04T23:40:00Z,2025-08-04T21:45:00Z,2025-08-04T23:30:00Z,50,CRJ-200,Express,100,89,29,100,False
UA,1314,06-08-2025,ORD,IAH,2025-08-06T14:26:00Z,2025-08-06T17:25:00Z,2025-08-06T14:21:00Z,2025-08-06T17:24:00Z,200,A321-2NX,Mainline,72,98,62,72,False
UA,1785,01-08-2025,ORD,EWR,2025-08-01T16:46:00Z,2025-08-01T20:20:00Z,2025-08-01T17:10:00Z,2025-08-01T20:44:00Z,179,B737-900,Mainline,211,229,56,211,False
UA,1347,02-08-2025,ORD,FLL,2025-08-02T16:20:00Z,2025-08-02T20:34:00Z,2025-08-02T16:29:00Z,2025-08-02T20:28:00Z,179,B737-MAX9,Mainline,96,132,56,96,False
OO,4739,08-08-2025,ORD,GRB,2025-08-08T15:35:00Z,2025-08-08T16:48:00Z,2025-08-08T15:30:00Z,2025-08-08T16:38:00Z,50,CRJ-200,Express,65,53,29,65,False
UA,1168,11-08-2025,ORD,SFO,2025-08-11T15:54:00Z,2025-08-11T18:44:00Z,2025-08-11T17:06:00Z,2025-08-11T20:08:00Z,200,A321-2NX,Mainline,72,136,62,72,False
UA,247,03-08-2025,ORD,OMA,2025-08-03T12:45:00Z,2025-08-03T14:22:00Z,2025-08-03T12:43:00Z,2025-08-03T14:03:00Z,150,A320-200,Mainline,57,78,46,57,False
YX,3700,15-08-2025,ORD,BNA,2025-08-15T07:25:00Z,2025-08-15T09:13:00Z,2025-08-15T07:18:00Z,2025-08-15T08:55:00Z,76,ERJ-175,Express,55,82,34,55,False
UA,1502,15-08-2025,ORD,RDU,2025-08-15T14:08:00Z,2025-08-15T17:16:00Z,2025-08-15T14:08:00Z,2025-08-15T17:41:00Z,179,B737-MAX9,Mainline,62,91,56,62,False
UA,556,04-08-2025,ORD,CLT,2025-08-04T07:00:00Z,2025-08-04T10:12:00Z,2025-08-04T06:57:00Z,2025-08-04T10:06:00Z,179,B737-900,Mainline,468,495,56,468,False
UA,2465,15-08-2025,ORD,ORF,2025-08-15T11:55:00Z,2025-08-15T15:14:00Z,2025-08-15T12:01:00Z,2025-08-15T15:24:00Z,179,B737-MAX9,Mainline,68,110,56,68,False
UA,1974,10-08-2025,ORD,PWM,2025-08-10T18:30:00Z,2025-08-10T22:01:00Z,2025-08-10T18:50:00Z,2025-08-10T22:41:00Z,126,B737-700,Mainline,99,96,43,99,False
YX,3440,07-08-2025,ORD,YYZ,2025-08-07T07:04:00Z,2025-08-07T09:58:00Z,2025-08-07T07:02:00Z,2025-08-07T09:35:00Z,76,ERJ-175,Express,539,488,42,539,False
UA,786,03-08-2025,ORD,BTV,2025-08-03T11:17:00Z,2025-08-03T14:33:00Z,2025-08-03T11:12:00Z,2025-08-03T14:08:00Z,150,A320-200,Mainline,90,102,46,90,False
UA,2677,09-08-2025,ORD,IAD,2025-08-09T17:56:00Z,2025-08-09T20:55:00Z,2025-08-09T20:00:00Z,2025-08-09T22:43:00Z,176,B757-200,Mainline,-44,95,56,246.0,True
