company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes
OO,4748,04-08-2025,ORD,ATW,2025-08-04T20:20:00Z,2025-08-04T21:35:00Z,2025-08-04T20:14:00Z,2025-08-04T21:34:00Z,50,CRJ-550,Express,124,140,29
OO,5652,10-08-2025,ORD,GEG,2025-08-10T19:38:00Z,2025-08-10T21:59:00Z,2025-08-10T19:39:00Z,2025-08-10T21:51:00Z,76,ERJ-175,Express,173,97,34
UA,1741,12-08-2025,ORD,JAC,2025-08-12T09:20:00Z,2025-08-12T11:35:00Z,2025-08-12T09:15:00Z,2025-08-12T11:43:00Z,126,B737-700,Mainline,107,119,43
OO,5493,03-08-2025,ORD,ATW,2025-08-03T11:05:00Z,2025-08-03T12:18:00Z,2025-08-03T11:00:00Z,2025-08-03T11:51:00Z,50,CRJ-200,Express,106,109,29
UA,1740,15-08-2025,ORD,RSW,2025-08-15T07:11:00Z,2025-08-15T11:16:00Z,2025-08-15T07:01:00Z,2025-08-15T11:05:00Z,166,B737-800,Mainline,42,46,51
UA,1491,11-08-2025,ORD,DFW,2025-08-11T10:35:00Z,2025-08-11T13:14:00Z,2025-08-11T10:29:00Z,2025-08-11T12:41:00Z,126,A319-100,Mainline,70,73,43
OO,5448,13-08-2025,ORD,FWA,2025-08-13T14:00:00Z,2025-08-13T16:12:00Z,2025-08-13T14:39:00Z,2025-08-13T16:36:00Z,50,CRJ-200,Express,130,54,29
OO,5230,06-08-2025,ORD,CRW,2025-08-06T14:00:00Z,2025-08-06T16:45:00Z,2025-08-06T13:58:00Z,2025-08-06T16:47:00Z,50,CRJ-200,Express,147,99,29
OO,4766,07-08-2025,ORD,OKC,2025-08-07T16:45:00Z,2025-08-07T19:04:00Z,2025-08-07T16:41:00Z,2025-08-07T19:01:00Z,50,CRJ-550,Express,42,38,29
OO,5124,08-08-2025,ORD,EAU,2025-08-08T21:07:00Z,2025-08-08T22:30:00Z,2025-08-08T21:24:00Z,2025-08-08T22:32:00Z,50,CRJ-200,Express,57,31,29
OO,5358,04-08-2025,ORD,CAK,2025-08-04T14:35:00Z,2025-08-04T17:09:00Z,2025-08-04T14:30:00Z,2025-08-04T16:52:00Z,50,CRJ-550,Express,80,55,29
OO,4792,09-08-2025,ORD,ROA,2025-08-09T17:50:00Z,2025-08-09T20:57:00Z,2025-08-09T17:55:00Z,2025-08-09T20:44:00Z,76,ERJ-175,Express,60,64,34
OO,4778,11-08-2025,ORD,FAR,2025-08-11T08:45:00Z,2025-08-11T10:57:00Z,2025-08-11T08:36:00Z,2025-08-11T10:39:00Z,50,CRJ-200,Express,50,42,29
YX,3655,07-08-2025,ORD,PIT,2025-08-07T12:50:00Z,2025-08-07T15:28:00Z,2025-08-07T12:48:00Z,2025-08-07T15:09:00Z,76,ERJ-175,Express,64,90,34
UA,1252,02-08-2025,ORD,DCA,2025-08-02T07:00:00Z,2025-08-02T09:57:00Z,2025-08-02T07:04:00Z,2025-08-02T09:48:00Z,126,A319-100,Mainline,637,632,43
UA,2865,10-08-2025,ORD,LGA,2025-08-10T18:30:00Z,2025-08-10T21:54:00Z,2025-08-10T18:41:00Z,2025-08-10T22:22:00Z,166,B737-800,Mainline,85,58,51
G7,4529,05-08-2025,ORD,SGF,2025-08-05T08:55:00Z,2025-08-05T10:48:00Z,2025-08-05T08:47:00Z,2025-08-05T10:24:00Z,50,CRJ-550,Express,50,55,29
YX,3641,11-08-2025,ORD,GRR,2025-08-11T10:35:00Z,2025-08-11T12:48:00Z,2025-08-11T10:33:00Z,2025-08-11T12:29:00Z,76,ERJ-175,Express,72,60,34
UA,2038,07-08-2025,ORD,BUF,2025-08-07T07:10:00Z,2025-08-07T09:48:00Z,2025-08-07T07:03:00Z,2025-08-07T09:52:00Z,166,B737-800,Mainline,481,382,51
UA,343,13-08-2025,ORD,SFO,2025-08-13T10:53:00Z,2025-08-13T13:40:00Z,2025-08-13T10:47:00Z,2025-08-13T12:55:00Z,150,A320-200,Mainline,58,83,46
UA,1583,10-08-2025,ORD,BWI,2025-08-10T18:35:00Z,2025-08-10T21:42:00Z,2025-08-10T18:46:00Z,2025-08-10T22:06:00Z,126,A319-100,Mainline,105,67,43
UA,907,08-08-2025,ORD,FRA,2025-08-08T18:25:00Z,2025-08-09T09:55:00Z,2025-08-08T19:10:00Z,2025-08-09T10:33:00Z,318,B787-10,Mainline,125,186,155
UA,2333,10-08-2025,ORD,BWI,2025-08-10T10:49:00Z,2025-08-10T13:51:00Z,2025-08-10T10:48:00Z,2025-08-10T13:48:00Z,179,B737-900,Mainline,65,67,56
UA,1421,03-08-2025,ORD,FLL,2025-08-03T07:00:00Z,2025-08-03T11:13:00Z,2025-08-03T06:56:00Z,2025-08-03T10:54:00Z,200,A321-2NX,Mainline,635,666,62
UA,972,03-08-2025,ORD,BRU,2025-08-03T17:50:00Z,2025-08-04T08:50:00Z,2025-08-03T18:20:00Z,2025-08-04T09:12:00Z,318,B787-10,Mainline,410,429,155
UA,1198,12-08-2025,ORD,CUN,2025-08-12T09:21:00Z,2025-08-12T13:14:00Z,2025-08-12T09:20:00Z,2025-08-12T13:27:00Z,179,B737-900,Mainline,76,81,70
YX,3498,02-08-2025,ORD,CVG,2025-08-02T07:10:00Z,2025-08-02T09:35:00Z,2025-08-02T07:05:00Z,2025-08-02T09:32:00Z,76,ERJ-175,Express,45,40,34
OO,5836,02-08-2025,ORD,TYS,2025-08-02T10:35:00Z,2025-08-02T13:21:00Z,2025-08-02T10:33:00Z,2025-08-02T13:02:00Z,50,CRJ-550,Express,41,62,29
OO,4638,04-08-2025,ORD,COS,2025-08-04T19:40:00Z,2025-08-04T21:44:00Z,2025-08-04T20:04:00Z,2025-08-04T22:02:00Z,76,ERJ-175,Express,65,49,34
UA,1324,10-08-2025,ORD,SFO,2025-08-10T19:48:00Z,2025-08-10T22:38:00Z,2025-08-10T21:00:00Z,2025-08-10T23:42:00Z,200,A321-2NX,Mainline,84,82,62
UA,1124,10-08-2025,ORD,IAH,2025-08-10T16:07:00Z,2025-08-10T19:05:00Z,2025-08-10T16:54:00Z,2025-08-10T19:36:00Z,179,B737-900,Mainline,75,64,56
UA,1815,03-08-2025,ORD,MSY,2025-08-03T10:50:00Z,2025-08-03T13:20:00Z,2025-08-03T10:51:00Z,2025-08-03T13:02:00Z,150,A320-200,Mainline,130,156,46
UA,1967,13-08-2025,ORD,LAX,2025-08-13T18:22:00Z,2025-08-13T20:54:00Z,2025-08-13T19:06:00Z,2025-08-13T21:13:00Z,200,A321-2NX,Mainline,72,61,62
UA,1659,10-08-2025,ORD,CUN,2025-08-10T10:42:00Z,2025-08-10T14:28:00Z,2025-08-10T10:43:00Z,2025-08-10T14:14:00Z,179,B737-900,Mainline,80,94,70
UA,1270,10-08-2025,ORD,PUJ,2025-08-10T09:23:00Z,2025-08-10T14:09:00Z,2025-08-10T09:29:00Z,2025-08-10T14:09:00Z,179,B737-900,Mainline,97,122,70
G7,4460,02-08-2025,ORD,ROC,2025-08-02T07:15:00Z,2025-08-02T10:15:00Z,2025-08-02T07:10:00Z,2025-08-02T10:13:00Z,50,CRJ-550,Express,650,611,29
G7,4461,03-08-2025,ORD,ABE,2025-08-03T13:51:00Z,2025-08-03T17:00:00Z,2025-08-03T13:42:00Z,2025-08-03T16:23:00Z,50,CRJ-550,Express,115,135,33
UA,378,12-08-2025,ORD,LAX,2025-08-12T13:55:00Z,2025-08-12T16:26:00Z,2025-08-12T14:02:00Z,2025-08-12T16:22:00Z,200,A321-2NX,Mainline,73,89,62
UA,310,08-08-2025,ORD,MCI,2025-08-08T15:53:00Z,2025-08-08T17:31:00Z,2025-08-08T15:52:00Z,2025-08-08T17:21:00Z,126,A319-100,Mainline,58,80,43
G7,4588,08-08-2025,ORD,MDT,2025-08-08T13:55:00Z,2025-08-08T16:57:00Z,2025-08-08T13:47:00Z,2025-08-08T17:13:00Z,50,CRJ-550,Express,110,131,29
UA,2424,08-08-2025,ORD,RDU,2025-08-08T18:20:00Z,2025-08-08T21:27:00Z,2025-08-08T18:18:00Z,2025-08-08T21:38:00Z,179,B737-MAX9,Mainline,80,92,56
UA,1634,13-08-2025,ORD,IAD,2025-08-13T14:24:00Z,2025-08-13T17:30:00Z,2025-08-13T14:24:00Z,2025-08-13T18:21:00Z,179,B737-MAX9,Mainline,70,61,56
OO,5272,09-08-2025,ORD,MSN,2025-08-09T10:35:00Z,2025-08-09T11:43:00Z,2025-08-09T10:31:00Z,2025-08-09T11:22:00Z,50,CRJ-550,Express,56,49,29
OO,5045,09-08-2025,ORD,RHI,2025-08-09T16:35:00Z,2025-08-09T17:57:00Z,2025-08-09T16:31:00Z,2025-08-09T18:18:00Z,50,CRJ-200,Express,42,42,29
OO,5601,14-08-2025,ORD,FNT,2025-08-14T13:55:00Z,2025-08-14T16:11:00Z,2025-08-14T16:45:00Z,2025-08-14T18:52:00Z,50,CRJ-200,Express,-31,135,29
YX,3571,03-08-2025,ORD,IND,2025-08-03T13:05:00Z,2025-08-03T15:18:00Z,2025-08-03T13:50:00Z,2025-08-03T15:58:00Z,70,ERJ-170,Express,60,34,34
OO,5292,12-08-2025,ORD,MTY,2025-08-12T08:45:00Z,2025-08-12T11:41:00Z,2025-08-12T08:45:00Z,2025-08-12T11:31:00Z,76,ERJ-175,Express,54,71,42
G7,4481,11-08-2025,ORD,GRR,2025-08-11T07:00:00Z,2025-08-11T09:07:00Z,2025-08-11T07:02:00Z,2025-08-11T09:02:00Z,50,CRJ-550,Express,740,552,29
G7,4463,15-08-2025,ORD,ABE,2025-08-15T18:35:00Z,2025-08-15T21:55:00Z,2025-08-15T18:24:00Z,2025-08-15T21:43:00Z,50,CRJ-550,Express,105,70,29
G7,4482,06-08-2025,ORD,TUL,2025-08-06T15:35:00Z,2025-08-06T17:35:00Z,2025-08-06T15:29:00Z,2025-08-06T17:19:00Z,50,CRJ-550,Express,45,55,29
G7,4584,09-08-2025,ORD,TUL,2025-08-09T20:07:00Z,2025-08-09T22:15:00Z,2025-08-09T20:01:00Z,2025-08-09T21:55:00Z,50,CRJ-550,Express,102,94,29
OO,5051,08-08-2025,ORD,LAF,2025-08-08T21:15:00Z,2025-08-08T23:13:00Z,2025-08-09T06:42:00Z,2025-08-09T08:37:00Z,50,CRJ-550,Express,-528,40,29
OO,4766,14-08-2025,ORD,OKC,2025-08-14T16:45:00Z,2025-08-14T19:04:00Z,2025-08-14T16:36:00Z,2025-08-14T18:38:00Z,50,CRJ-550,Express,42,38,29
UA,1775,04-08-2025,ORD,FLL,2025-08-04T17:31:00Z,2025-08-04T15:03:00Z,2025-08-04T17:31:00Z,2025-08-04T18:16:00Z,179,B737-MAX9,Mainline,20,30,56
OO,4645,05-08-2025,ORD,FWA,2025-08-05T11:05:00Z,2025-08-05T13:17:00Z,2025-08-05T10:53:00Z,2025-08-05T12:45:00Z,50,CRJ-200,Express,190,190,29
UA,1269,01-08-2025,ORD,CLE,2025-08-01T18:00:00Z,2025-08-01T20:28:00Z,2025-08-01T18:02:00Z,2025-08-01T20:14:00Z,126,B737-700,Mainline,74,66,43
UA,399,13-08-2025,ORD,BOS,2025-08-13T11:05:00Z,2025-08-13T14:42:00Z,2025-08-13T11:02:00Z,2025-08-13T14:40:00Z,166,B737-MAX8,Mainline,91,105,51
UA,1576,04-08-2025,ORD,LGA,2025-08-04T20:00:00Z,2025-08-04T23:22:00Z,2025-08-04T21:03:00Z,2025-08-05T00:10:00Z,166,B737-800,Mainline,-10,51,51
UA,714,03-08-2025,ORD,MDT,2025-08-03T19:52:00Z,2025-08-03T22:56:00Z,2025-08-03T20:10:00Z,2025-08-03T23:13:00Z,150,A320-200,Mainline,57,45,46
UA,2067,05-08-2025,ORD,BOS,2025-08-05T07:30:00Z,2025-08-05T10:57:00Z,2025-08-05T07:22:00Z,2025-08-05T10:43:00Z,166,B737-800,Mainline,501,492,51
UA,1941,09-08-2025,ORD,CVG,2025-08-09T14:09:00Z,2025-08-09T16:35:00Z,2025-08-09T14:12:00Z,2025-08-09T16:29:00Z,126,B737-700,Mainline,91,96,43
OO,5395,08-08-2025,ORD,GSO,2025-08-08T13:44:00Z,2025-08-08T16:51:00Z,2025-08-08T13:39:00Z,2025-08-08T16:25:00Z,70,ERJ-175,Express,65,44,34
UA,1361,15-08-2025,ORD,STL,2025-08-15T21:20:00Z,2025-08-15T22:45:00Z,2025-08-15T21:38:00Z,2025-08-15T22:59:00Z,166,B737-800,Mainline,69,52,51
OO,5290,01-08-2025,ORD,BOI,2025-08-01T19:45:00Z,2025-08-01T22:52:00Z,2025-08-01T20:01:00Z,2025-08-01T22:38:00Z,70,ERJ-175,Express,55,63,34
OO,5852,01-08-2025,ORD,HSV,2025-08-01T10:46:00Z,2025-08-01T12:37:00Z,2025-08-01T10:42:00Z,2025-08-01T12:31:00Z,76,ERJ-175,Express,877,838,34
OO,5534,05-08-2025,ORD,OMA,2025-08-05T16:00:00Z,2025-08-05T17:43:00Z,2025-08-05T16:03:00Z,2025-08-05T17:48:00Z,76,ERJ-175,Express,27,37,34
UA,1996,09-08-2025,ORD,SJU,2025-08-09T08:49:00Z,2025-08-09T14:44:00Z,2025-08-09T08:47:00Z,2025-08-09T14:43:00Z,200,A321-2NX,Mainline,576,586,62
UA,1674,03-08-2025,ORD,AUA,2025-08-03T08:35:00Z,2025-08-03T14:50:00Z,2025-08-03T10:50:00Z,2025-08-03T16:45:00Z,179,B737-900,Mainline,-69,62,70
UA,1381,07-08-2025,ORD,DCA,2025-08-07T09:00:00Z,2025-08-07T11:59:00Z,2025-08-07T08:49:00Z,2025-08-07T11:41:00Z,150,A320-200,Mainline,74,65,46
UA,764,03-08-2025,ORD,YYC,2025-08-03T08:45:00Z,2025-08-03T11:38:00Z,2025-08-03T08:57:00Z,2025-08-03T11:27:00Z,126,A319-100,Mainline,46,52,52
UA,2090,04-08-2025,ORD,MIA,2025-08-04T07:01:00Z,2025-08-04T11:18:00Z,2025-08-04T07:00:00Z,2025-08-04T11:13:00Z,166,B737-800,Mainline,83,91,60
UA,920,01-08-2025,ORD,LHR,2025-08-01T18:05:00Z,2025-08-02T08:20:00Z,2025-08-01T18:03:00Z,2025-08-02T08:21:00Z,167,B767-300,Mainline,1755,1767,145
G7,4519,04-08-2025,ORD,SCE,2025-08-04T18:20:00Z,2025-08-04T21:24:00Z,2025-08-04T18:16:00Z,2025-08-04T21:15:00Z,50,CRJ-550,Express,79,46,29
G7,4390,04-08-2025,ORD,CHA,2025-08-04T14:09:00Z,2025-08-04T16:55:00Z,2025-08-04T14:01:00Z,2025-08-04T17:09:00Z,50,CRJ-550,Express,54,43,29
UA,2207,01-08-2025,ORD,OMA,2025-08-01T15:58:00Z,2025-08-01T17:36:00Z,2025-08-01T16:27:00Z,2025-08-01T17:48:00Z,179,B737-MAX9,Mainline,15,64,56
OO,5103,14-08-2025,ORD,JLN,2025-08-14T21:50:00Z,2025-08-14T23:40:00Z,2025-08-14T22:28:00Z,2025-08-15T00:01:00Z,50,CRJ-200,Express,107,82,29
UA,2672,14-08-2025,ORD,PNS,2025-08-14T10:39:00Z,2025-08-14T13:06:00Z,2025-08-14T10:34:00Z,2025-08-14T12:45:00Z,150,A320-200,Mainline,801,787,46
OO,5729,14-08-2025,ORD,FNT,2025-08-14T11:05:00Z,2025-08-14T13:23:00Z,2025-08-14T10:57:00Z,2025-08-14T13:19:00Z,50,CRJ-200,Express,93,84,29
G7,4502,11-08-2025,ORD,LEX,2025-08-11T10:50:00Z,2025-08-11T13:21:00Z,2025-08-11T10:48:00Z,2025-08-11T13:10:00Z,50,CRJ-550,Express,55,76,29
OO,5847,11-08-2025,ORD,DSM,2025-08-11T16:20:00Z,2025-08-11T17:49:00Z,2025-08-11T16:35:00Z,2025-08-11T17:55:00Z,76,ERJ-175,Express,47,73,34
OO,5099,07-08-2025,ORD,CIU,2025-08-07T12:40:00Z,2025-08-07T15:09:00Z,2025-08-07T12:38:00Z,2025-08-07T15:10:00Z,50,CRJ-200,Express,46,64,29
OO,5499,06-08-2025,ORD,SBN,2025-08-06T19:35:00Z,2025-08-06T21:35:00Z,2025-08-06T19:34:00Z,2025-08-06T21:28:00Z,50,CRJ-200,Express,68,37,29
G7,4574,13-08-2025,ORD,YOW,2025-08-13T10:56:00Z,2025-08-13T14:04:00Z,2025-08-13T10:52:00Z,2025-08-13T13:55:00Z,50,CRJ-550,Express,68,92,37
G7,4429,12-08-2025,ORD,FSD,2025-08-12T15:52:00Z,2025-08-12T17:44:00Z,2025-08-12T16:45:00Z,2025-08-12T19:18:00Z,50,CRJ-550,Express,57,43,29
G7,4186,01-08-2025,ORD,MLI,2025-08-01T20:20:00Z,2025-08-01T21:37:00Z,2025-08-01T20:17:00Z,2025-08-01T21:21:00Z,50,CRJ-550,Express,85,39,29
OO,5229,07-08-2025,ORD,ILM,2025-08-07T11:59:00Z,2025-08-07T15:24:00Z,2025-08-07T11:56:00Z,2025-08-07T15:11:00Z,76,ERJ-175,Express,47,67,34
UA,2179,12-08-2025,ORD,SFO,2025-08-12T18:20:00Z,2025-08-12T21:09:00Z,2025-08-12T19:01:00Z,2025-08-12T21:27:00Z,234,B757-300,Mainline,78,89,66
UA,970,13-08-2025,ORD,FCO,2025-08-13T15:50:00Z,2025-08-14T07:55:00Z,2025-08-13T15:51:00Z,2025-08-14T07:58:00Z,318,B787-10,Mainline,1495,1433,155
UA,1414,06-08-2025,ORD,BOI,2025-08-06T08:45:00Z,2025-08-06T11:43:00Z,2025-08-06T10:57:00Z,2025-08-06T13:33:00Z,150,A320-200,Mainline,57,207,46
UA,359,01-08-2025,ORD,MEX,2025-08-01T09:16:00Z,2025-08-01T12:45:00Z,2025-08-01T09:12:00Z,2025-08-01T12:25:00Z,150,A320-200,Mainline,93,125,60
UA,2106,04-08-2025,ORD,SFO,2025-08-04T21:40:00Z,2025-08-05T00:30:00Z,2025-08-04T21:46:00Z,2025-08-05T00:23:00Z,200,A321-2NX,Mainline,85,74,70
UA,1314,14-08-2025,ORD,IAH,2025-08-14T14:26:00Z,2025-08-14T17:25:00Z,2025-08-14T14:25:00Z,2025-08-14T17:26:00Z,200,A321-2NX,Mainline,72,88,62
OO,4791,13-08-2025,ORD,SBN,2025-08-13T10:35:00Z,2025-08-13T12:33:00Z,2025-08-13T11:33:00Z,2025-08-13T13:12:00Z,50,CRJ-550,Express,45,26,29
OO,5521,06-08-2025,ORD,ATW,2025-08-06T15:35:00Z,2025-08-06T16:48:00Z,2025-08-06T15:33:00Z,2025-08-06T16:50:00Z,50,CRJ-200,Express,79,63,29
G7,4502,12-08-2025,ORD,LEX,2025-08-12T10:50:00Z,2025-08-12T13:21:00Z,2025-08-12T10:43:00Z,2025-08-12T13:10:00Z,50,CRJ-550,Express,58,40,29
UA,1710,13-08-2025,ORD,SMF,2025-08-13T19:59:00Z,2025-08-13T22:32:00Z,2025-08-13T20:38:00Z,2025-08-13T22:51:00Z,166,B737-800,Mainline,304,359,51
G7,4600,11-08-2025,ORD,XNA,2025-08-11T15:43:00Z,2025-08-11T17:37:00Z,2025-08-11T15:40:00Z,2025-08-11T17:40:00Z,50,CRJ-550,Express,48,64,29
YX,3542,12-08-2025,ORD,YUL,2025-08-12T17:58:00Z,2025-08-12T21:29:00Z,2025-08-12T17:56:00Z,2025-08-12T21:57:00Z,76,ERJ-175,Express,195,174,42
UA,2226,01-08-2025,ORD,CLE,2025-08-01T14:20:00Z,2025-08-01T16:47:00Z,2025-08-01T14:19:00Z,2025-08-01T16:43:00Z,179,B737-900,Mainline,71,62,56
UA,2182,04-08-2025,ORD,PHL,2025-08-04T11:20:00Z,2025-08-04T14:29:00Z,2025-08-04T11:15:00Z,2025-08-04T14:23:00Z,150,A320-200,Mainline,96,90,46
OO,5652,11-08-2025,ORD,GEG,2025-08-11T19:38:00Z,2025-08-11T21:59:00Z,2025-08-11T19:50:00Z,2025-08-11T22:03:00Z,76,ERJ-175,Express,48,31,34
UA,1452,09-08-2025,ORD,PVR,2025-08-09T08:45:00Z,2025-08-09T12:13:00Z,2025-08-09T08:40:00Z,2025-08-09T11:34:00Z,150,A320-200,Mainline,75,84,60
UA,2138,11-08-2025,ORD,LGA,2025-08-11T14:05:00Z,2025-08-11T17:27:00Z,2025-08-11T14:01:00Z,2025-08-11T17:20:00Z,166,B737-800,Mainline,62,87,51
UA,1269,04-08-2025,ORD,CLE,2025-08-04T18:00:00Z,2025-08-04T20:28:00Z,2025-08-04T18:00:00Z,2025-08-04T20:20:00Z,126,B737-700,Mainline,69,88,43
UA,1857,14-08-2025,ORD,MIA,2025-08-14T10:54:00Z,2025-08-14T15:14:00Z,2025-08-14T10:53:00Z,2025-08-14T15:05:00Z,166,B737-800,Mainline,59,59,60
UA,1297,15-08-2025,ORD,DFW,2025-08-15T08:45:00Z,2025-08-15T11:24:00Z,2025-08-15T08:43:00Z,2025-08-15T11:07:00Z,126,B737-700,Mainline,60,58,43
OO,5790,11-08-2025,ORD,CRW,2025-08-11T18:20:00Z,2025-08-11T21:04:00Z,2025-08-11T18:51:00Z,2025-08-11T21:48:00Z,50,CRJ-200,Express,-15,26,29
UA,1832,07-08-2025,ORD,CMH,2025-08-07T07:10:00Z,2025-08-07T09:37:00Z,2025-08-07T07:06:00Z,2025-08-07T09:24:00Z,126,B737-700,Mainline,735,451,43
OO,5748,06-08-2025,ORD,YWG,2025-08-06T13:02:00Z,2025-08-06T15:31:00Z,2025-08-06T13:03:00Z,2025-08-06T15:29:00Z,70,ERJ-175,Express,47,71,42
OO,5470,03-08-2025,ORD,GEG,2025-08-03T08:40:00Z,2025-08-03T10:56:00Z,2025-08-03T08:38:00Z,2025-08-03T10:29:00Z,76,ERJ-175,Express,43,73,34
UA,342,02-08-2025,ORD,GCM,2025-08-02T09:26:00Z,2025-08-02T13:30:00Z,2025-08-02T09:18:00Z,2025-08-02T14:23:00Z,179,B737-900,Mainline,81,80,70
UA,1100,01-08-2025,ORD,PDX,2025-08-01T07:10:00Z,2025-08-01T09:42:00Z,2025-08-01T07:08:00Z,2025-08-01T09:35:00Z,179,B737-MAX9,Mainline,514,519,64
OO,5358,08-08-2025,ORD,CAK,2025-08-08T14:35:00Z,2025-08-08T17:09:00Z,2025-08-08T16:18:00Z,2025-08-08T18:40:00Z,50,CRJ-550,Express,-88,35,29
OO,5534,14-08-2025,ORD,ICT,2025-08-14T15:40:00Z,2025-08-14T17:43:00Z,2025-08-14T15:35:00Z,2025-08-14T17:40:00Z,50,CRJ-550,Express,45,26,29
OO,5448,14-08-2025,ORD,FWA,2025-08-14T14:00:00Z,2025-08-14T16:12:00Z,2025-08-14T14:37:00Z,2025-08-14T16:36:00Z,50,CRJ-200,Express,130,164,29
OO,5493,01-08-2025,ORD,ATW,2025-08-01T11:05:00Z,2025-08-01T12:18:00Z,2025-08-01T10:56:00Z,2025-08-01T11:48:00Z,50,CRJ-200,Express,104,107,29
OO,5726,10-08-2025,ORD,TYS,2025-08-10T07:25:00Z,2025-08-10T10:17:00Z,2025-08-10T07:24:00Z,2025-08-10T10:08:00Z,50,CRJ-550,Express,48,91,29
UA,1848,07-08-2025,ORD,ATL,2025-08-07T10:35:00Z,2025-08-07T13:42:00Z,2025-08-07T10:33:00Z,2025-08-07T13:37:00Z,126,B737-700,Mainline,70,82,43
OO,5577,15-08-2025,ORD,JAX,2025-08-15T07:00:00Z,2025-08-15T10:39:00Z,2025-08-15T07:42:00Z,2025-08-15T11:02:00Z,70,ERJ-175,Express,-39,32,34
G7,4436,05-08-2025,ORD,SGF,2025-08-05T12:45:00Z,2025-08-05T14:31:00Z,2025-08-05T12:57:00Z,2025-08-05T14:41:00Z,50,CRJ-550,Express,65,25,29
UA,359,09-08-2025,ORD,MEX,2025-08-09T09:16:00Z,2025-08-09T12:45:00Z,2025-08-09T09:28:00Z,2025-08-09T12:34:00Z,150,A320-200,Mainline,95,126,60
UA,1358,02-08-2025,ORD,RDU,2025-08-02T07:00:00Z,2025-08-02T10:03:00Z,2025-08-02T06:53:00Z,2025-08-02T10:03:00Z,126,A319-100,Mainline,497,509,43
UA,411,04-08-2025,ORD,DTW,2025-08-04T10:45:00Z,2025-08-04T13:14:00Z,2025-08-04T10:57:00Z,2025-08-04T13:13:00Z,126,B737-700,Mainline,77,104,43
UA,617,07-08-2025,ORD,CLT,2025-08-07T18:35:00Z,2025-08-07T21:45:00Z,2025-08-07T19:30:00Z,2025-08-07T22:38:00Z,166,B737-MAX8,Mainline,85,93,51
UA,1756,04-08-2025,ORD,YYZ,2025-08-04T21:14:00Z,2025-08-04T23:58:00Z,2025-08-04T21:24:00Z,2025-08-05T00:04:00Z,166,B737-800,Mainline,57,76,65
UA,987,06-08-2025,ORD,CDG,2025-08-06T18:00:00Z,2025-08-07T09:20:00Z,2025-08-06T21:05:00Z,2025-08-07T12:06:00Z,318,B787-10,Mainline,290,480,155
UA,1599,04-08-2025,ORD,DEN,2025-08-04T08:45:00Z,2025-08-04T10:35:00Z,2025-08-04T08:41:00Z,2025-08-04T10:18:00Z,364,B777-2HD,Mainline,754,758,87
UA,2658,14-08-2025,ORD,SMF,2025-08-14T16:00:00Z,2025-08-14T18:35:00Z,2025-08-14T17:04:00Z,2025-08-14T19:13:00Z,150,A320-200,Mainline,104,182,46
OO,5320,03-08-2025,ORD,MKE,2025-08-03T19:40:00Z,2025-08-03T20:45:00Z,2025-08-03T19:58:00Z,2025-08-03T20:53:00Z,50,CRJ-200,Express,54,43,29
UA,1905,13-08-2025,ORD,PIT,2025-08-13T18:10:00Z,2025-08-13T20:51:00Z,2025-08-13T18:39:00Z,2025-08-13T21:41:00Z,150,A320-200,Mainline,60,91,46
UA,2665,14-08-2025,ORD,IAH,2025-08-14T21:07:00Z,2025-08-14T23:57:00Z,2025-08-14T21:06:00Z,2025-08-14T23:37:00Z,179,B737-MAX9,Mainline,72,65,56
UA,2649,14-08-2025,ORD,EWR,2025-08-14T14:27:00Z,2025-08-14T18:01:00Z,2025-08-14T14:24:00Z,2025-08-14T18:36:00Z,176,B757-200,Mainline,162,176,64
UA,1297,11-08-2025,ORD,DFW,2025-08-11T08:45:00Z,2025-08-11T11:24:00Z,2025-08-11T08:58:00Z,2025-08-11T11:35:00Z,126,A319-100,Mainline,75,105,43
YX,3694,11-08-2025,ORD,ROC,2025-08-11T10:45:00Z,2025-08-11T13:40:00Z,2025-08-11T10:39:00Z,2025-08-11T13:31:00Z,76,ERJ-175,Express,70,94,34
UA,2661,13-08-2025,ORD,LGA,2025-08-13T10:00:00Z,2025-08-13T13:18:00Z,2025-08-13T10:12:00Z,2025-08-13T13:33:00Z,179,B737-MAX9,Mainline,44,72,62
UA,2090,15-08-2025,ORD,MIA,2025-08-15T07:01:00Z,2025-08-15T11:18:00Z,2025-08-15T06:55:00Z,2025-08-15T11:02:00Z,166,B737-800,Mainline,431,438,51
UA,1823,05-08-2025,ORD,IAH,2025-08-05T07:10:00Z,2025-08-05T10:04:00Z,2025-08-05T07:07:00Z,2025-08-05T09:54:00Z,200,A321-2NX,Mainline,477,487,62
UA,912,15-08-2025,ORD,KEF,2025-08-15T21:10:00Z,2025-08-16T08:30:00Z,2025-08-15T21:23:00Z,2025-08-16T08:28:00Z,176,B757-200,Mainline,150,141,75
UA,1815,12-08-2025,ORD,MSY,2025-08-12T10:50:00Z,2025-08-12T13:20:00Z,2025-08-12T10:44:00Z,2025-08-12T13:03:00Z,150,A320-200,Mainline,66,70,46
